roi_index	roi_name	n	bic_1g	bic_2g	kept_2g	w	mu_non	sd_non	mu_path	sd_path
151	tau.SUVR.Schaefer200.ROI.idx.151	267	194.49861499936083	-56.61884782467381	1	0.8226509475163816	1.1167023757767278	0.1172931033587588	1.7153581394559423	0.5452742855083895
152	tau.SUVR.Schaefer200.ROI.idx.152	267	-11.594984813315213	-235.31057020874644	1	0.8982535729790124	1.1339769359771796	0.1042047316765543	1.6345552291686474	0.45547606639359056
153	tau.SUVR.Schaefer200.ROI.idx.153	267	54.603160005530036	-232.9562363672616	1	0.9046210850868707	1.12706831236774	0.10274378947171263	1.780459081799374	0.4857632430054146
154	tau.SUVR.Schaefer200.ROI.idx.154	267	-86.39348517408443	-213.77390521147325	1	0.8778967232345265	1.1776307018800354	0.11100279229587527	1.5256385092141076	0.3712413784585234
155	tau.SUVR.Schaefer200.ROI.idx.155	267	-66.47602388404243	-216.18294570482345	1	0.8627199257746128	1.186912380209336	0.10487979094685664	1.5327919741905287	0.382794743374562
156	tau.SUVR.Schaefer200.ROI.idx.156	267	-103.84360703095727	-264.0036300350472	1	0.8765304680155793	1.1224315650105077	0.09657462407812345	1.4201250513197137	0.405390081917133
157	tau.SUVR.Schaefer200.ROI.idx.157	267	-54.15929881147058	-210.43342210443245	1	0.8990693065604644	1.2163933421619277	0.11410068450098579	1.569065266425559	0.47580158110705784
158	tau.SUVR.Schaefer200.ROI.idx.158	267	-102.9891202417633	-213.61720489346786	1	0.905859668263196	1.180968477220741	0.11902650841674738	1.5605761440256534	0.372419778380611
159	tau.SUVR.Schaefer200.ROI.idx.159	267	-80.17566915034496	-251.0317878564533	1	0.9081651886219787	1.1390536037215242	0.10669292477032283	1.4779697339270903	0.48573142091104626
160	tau.SUVR.Schaefer200.ROI.idx.160	267	-88.19265639059165	-237.94934148301442	1	0.9186394231583516	1.0838519707214171	0.11304219777226658	1.5428998935658065	0.39766408286218763
161	tau.SUVR.Schaefer200.ROI.idx.161	267	98.37014972835777	-16.60741145634775	1	0.8446805255823667	1.1535968080094081	0.15172398569359133	1.6615471345454194	0.4235775472315397
162	tau.SUVR.Schaefer200.ROI.idx.162	267	233.01835590300257	53.38993509067931	1	0.6539232040151484	1.216243611385177	0.10375583335599041	1.6831947614398226	0.4747627458984287
163	tau.SUVR.Schaefer200.ROI.idx.163	267	25.64110381470593	-27.559736470499768	1	0.5179558416970103	1.1131379217375477	0.09824004119024762	1.378603638724567	0.2852222423412178
164	tau.SUVR.Schaefer200.ROI.idx.164	267	224.22318313028052	11.678378507598211	1	0.6963596298155647	1.1885108688854118	0.10231342485321152	1.7150059491316783	0.4595851990909468
165	tau.SUVR.Schaefer200.ROI.idx.165	267	201.68880802355852	-67.4204653386463	1	0.7944774221850364	1.1077467973236252	0.10481812524471831	1.7101192668446534	0.5007478927116087
166	tau.SUVR.Schaefer200.ROI.idx.166	267	160.7858532552489	-153.93842697981827	1	0.8672693918780566	1.0902404611189231	0.10502315237317324	1.7990568944927336	0.514497557579421
167	tau.SUVR.Schaefer200.ROI.idx.167	267	102.14594494894419	-147.94963333904857	1	0.8383918836381671	1.0368190143701863	0.10289600138178268	1.5541689705137884	0.47962943943606096
168	tau.SUVR.Schaefer200.ROI.idx.168	267	-80.66351989664622	-275.2179593447314	1	0.8643846635115215	1.0784027936004865	0.0901230476598612	1.4836842046296368	0.33515908529493893
169	tau.SUVR.Schaefer200.ROI.idx.169	267	-32.1269838409341	-222.13873575083488	1	0.8339769299733555	1.1185984552659929	0.09272777740248055	1.5033767216750173	0.3649599590890119
170	tau.SUVR.Schaefer200.ROI.idx.170	267	-148.0656181854941	-184.13161731075505	1	0.9284268416596758	1.014072102463743	0.13780653944601662	1.0835093776823774	0.44693050246985633
171	tau.SUVR.Schaefer200.ROI.idx.171	267	301.8659308253093	41.14230277124061	1	0.7318928121334751	1.2169872108771125	0.11009271006154785	1.843035309175387	0.5733747233260095
172	tau.SUVR.Schaefer200.ROI.idx.172	267	319.04581704081954	64.10413660495317	1	0.6725390899970696	1.176755261443504	0.09748275862392854	1.778286820972241	0.5509538650053903
173	tau.SUVR.Schaefer200.ROI.idx.173	267	233.37490047822843	15.697211211126307	1	0.827514148379701	1.0929742424378928	0.1406909147524078	1.7674295450551767	0.5556865262678872
174	tau.SUVR.Schaefer200.ROI.idx.174	267	218.55070061684046	-38.93148367330602	1	0.8290102084810264	1.103957925442591	0.12360844802728485	1.7171060766596156	0.5989619048106527
175	tau.SUVR.Schaefer200.ROI.idx.175	267	76.7498946521659	-135.40496387179977	1	0.8480144847887875	1.0686377485316785	0.11073209876273796	1.5879465779817308	0.442001925750196
176	tau.SUVR.Schaefer200.ROI.idx.176	267	79.20390376823643	-170.64475792424776	1	0.847271964452384	1.0417395522979853	0.10080647145442674	1.5615673796748706	0.45747139300459294
177	tau.SUVR.Schaefer200.ROI.idx.177	267	-64.42166250944553	-250.70286756386716	1	0.9200890989419435	1.198611854356537	0.10894696790619289	1.6853306577619411	0.4442863091672978
178	tau.SUVR.Schaefer200.ROI.idx.178	267	21.03109805248976	-225.72769958309507	1	0.9159327011272617	1.1400612669423233	0.10814636918867698	1.7998341578369077	0.44330294617751526
179	tau.SUVR.Schaefer200.ROI.idx.179	267	-14.747472588149401	-213.18860265637736	1	0.8847743133426909	1.010714079449226	0.10567635005202267	1.4946931385946944	0.410022487227593
180	tau.SUVR.Schaefer200.ROI.idx.180	267	69.37302651511212	-174.88146144640362	1	0.8855163136228633	1.04144515060376	0.10960470418602374	1.6896360517814464	0.41353109151739886
181	tau.SUVR.Schaefer200.ROI.idx.181	267	60.79588271124283	-185.56846707508421	1	0.8878007546542771	1.1580431138821417	0.10950947263079486	1.7268609419719854	0.4962561926968569
182	tau.SUVR.Schaefer200.ROI.idx.182	267	119.6283245739621	-146.49922901151027	1	0.8487053316357387	1.1412275121887594	0.10468313493081671	1.6873269015206522	0.5160709325793525
183	tau.SUVR.Schaefer200.ROI.idx.183	267	17.161057961127725	-162.63762134191617	1	0.784138816793623	1.0749880617802037	0.09354298143328174	1.4148771792195218	0.39371689109394425
184	tau.SUVR.Schaefer200.ROI.idx.184	267	209.24311878583524	-79.59803165357016	1	0.7964876823392364	1.182437257557972	0.10140616801918827	1.8065600451861301	0.5035805416973078
185	tau.SUVR.Schaefer200.ROI.idx.185	267	91.90750618832958	-167.23135121053414	1	0.8651266508791818	1.0921147122460306	0.10499740592810715	1.698283942811635	0.44584261061848174
186	tau.SUVR.Schaefer200.ROI.idx.186	267	134.28874276432472	-157.4290185919719	1	0.8067771756006396	1.1766200610716329	0.08938814725944337	1.706177766611114	0.4700208973743388
187	tau.SUVR.Schaefer200.ROI.idx.187	267	-99.92333116274715	-272.8516072537721	1	0.9294241646015087	1.1566587337621932	0.10765834823775104	1.5747771495504348	0.4817630291734236
188	tau.SUVR.Schaefer200.ROI.idx.188	267	-185.8624178691204	-267.7206671993097	1	0.9739305934663351	1.0302490226059842	0.12544864347283846	1.3531857045895266	0.6198635373434962
189	tau.SUVR.Schaefer200.ROI.idx.189	267	-123.50617141983086	-299.5522364026877	1	0.9019473926908237	1.0734175957007297	0.09501312042983538	1.4891732396111625	0.3487558979037245
190	tau.SUVR.Schaefer200.ROI.idx.190	267	272.19844725039025	-6.89557857444176	1	0.7772499339129975	1.1737140102847115	0.11138387376738515	1.843374366399403	0.5539286056833223
191	tau.SUVR.Schaefer200.ROI.idx.191	267	135.79697849861265	-62.17708504715347	1	0.8584777832172757	1.205272324850069	0.13228699908411526	1.7949228462913955	0.5051262822416798
192	tau.SUVR.Schaefer200.ROI.idx.192	267	-44.42742386635159	-219.23393990940653	1	0.8639645073804171	0.9854029900518791	0.10092263918186416	1.4217839736525604	0.3468070944325924
193	tau.SUVR.Schaefer200.ROI.idx.193	267	-188.164137952853	-295.70222477404286	1	0.9550713955674976	1.124178228021908	0.11252978184108174	1.5971144341780912	0.36725195784010484
194	tau.SUVR.Schaefer200.ROI.idx.194	267	196.25547596134427	-40.476725822105834	1	0.8314757711638319	1.1641863196510567	0.126041092738782	1.8112010019211897	0.5180890958682725
195	tau.SUVR.Schaefer200.ROI.idx.195	267	-0.627757761626814	-247.44369345382754	1	0.848355678605949	1.0888880972031152	0.08785056915264881	1.494459099967627	0.43206706154247493
196	tau.SUVR.Schaefer200.ROI.idx.196	267	105.72704275000747	-71.155302004567	1	0.7075043363614985	1.1526461870052966	0.09514696675951669	1.5812049021470573	0.3652301592700853
197	tau.SUVR.Schaefer200.ROI.idx.197	267	123.66818627629831	-111.35954144334451	1	0.8358416660713194	1.1806877182124798	0.11134790128420974	1.7146446497967793	0.4920504568266373
198	tau.SUVR.Schaefer200.ROI.idx.198	267	187.5824067328003	-88.00133246442056	1	0.841936185391949	1.2270536680182358	0.1150000598680339	1.9171075520708172	0.4958134935236683
199	tau.SUVR.Schaefer200.ROI.idx.199	267	234.27802811198816	-83.4956638279944	1	0.8276387999568457	1.1870509531955846	0.10743421360930847	1.9183932696251966	0.5341283660726536
200	tau.SUVR.Schaefer200.ROI.idx.200	267	150.9485804239464	-134.50742505184715	1	0.8688334393935648	1.1539274013003806	0.11103857030080111	1.868448597812403	0.47770415403875904
